price,address,bds,ba,sqft,image
"$293,000","408 Sycamore Dr, Decatur, GA 30030",2,3,"1,364","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$147,000","1061 Cherokee Hts, Stone Mountain, GA 30083",3,2,"1,618","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$220,000","2914 Lowrance Dr, Decatur, GA 30033",3,1,"1,022","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$215,000","5265 Essex Farms Ct, Stone Mountain, GA 30088",4,2,"2,152","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$510,417","2443 Skyland Way NE #77, Brookhaven, GA 30319",4,4,"2,524","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$635,000","4950 Village Terrace Dr, Atlanta, GA 30338",5,4,"3,448","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$375,000","3637 Prince Way, Tucker, GA 30084",4,3,"3,400","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$410,000","3288 Embry Hills Dr, Atlanta, GA 30341",4,3,"3,249","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$46,000","759 Windchase Ln #759, Stone Mountain, GA 30083",3,2,"1,060","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$238,500","7508 Crescent Bend Cv, Stone Mountain, GA 30087",3,4,"2,568","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$649,000","205 Northern Ave, Decatur, GA 30030",3,3,"2,000","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$192,000","332 Navarre Dr, Stone Mountain, GA 30087",3,2,"1,896","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$46,000","759 Windchase Ln #759, Stone Mountain, GA 30083",3,2,"1,060",https://photos.zillowstatic.com/p_e/ISzbb00hqfdudp1000000000.jpg
"$560,000","110 N 4th Ave N, Decatur, GA 30030",3,2,"1,420",https://photos.zillowstatic.com/p_e/IS7ixfanuz14kq1000000000.jpg
"$175,000","3501 Tulip Dr, Decatur, GA 30032",4,2,"1,978",https://photos.zillowstatic.com/p_e/ISzfqm2bo2p0yp0000000000.jpg
"$180,000","1441 Carter Rd, Decatur, GA 30030",4,3,"1,723",https://photos.zillowstatic.com/p_e/IS3jvr97w8f0b70000000000.jpg
"$600,000","1680 Chartwell Trce, Smoke Rise, GA 30087",5,7,"4,762",https://photos.zillowstatic.com/p_e/ISzvmmwg8ozi240000000000.jpg
"$500,000","2953 Sylvan Ramble Rd NE, Atlanta, GA 30345",3,3,"2,504",https://photos.zillowstatic.com/p_e/ISzzxlqtzvs1hb1000000000.jpg
"$467,575","3168 Quinn Pl #85, Atlanta, GA 30341",3,4,"2,407",https://photos.zillowstatic.com/p_e/ISfw17sb52osta1000000000.jpg
"$635,000","180 Murray Hill Ave NE, Atlanta, GA 30317",4,3,"2,673",https://photos.zillowstatic.com/p_e/ISb9dtd6drlv3l0000000000.jpg
"$510,417","2443 Skyland Way NE #77, Brookhaven, GA 30319",4,4,"2,524",https://photos.zillowstatic.com/p_e/ISzr7kl1odys8t0000000000.jpg
"$413,000","2264 Seaman Cir, Atlanta, GA 30341",3,2,"1,445","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$165,000","910 Park West Ln, Stone Mountain, GA 30088",4,3,"1,932","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$194,900","1190 Old Greystone Dr, Lithonia, GA 30058",3,3,"2,492","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$495,000","144 Campbell St SE, Atlanta, GA 30317",3,2,"1,600","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$410,000","3288 Embry Hills Dr, Atlanta, GA 30341",4,3,"3,249","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$85,000","3603 Cobble Mill Ln, Clarkston, GA 30021",2,4,"1,182",N/A
"$220,000","2914 Lowrance Dr, Decatur, GA 30033",3,1,"1,022","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$130,000","5257 Mountain Village Ct, Stone Mountain, GA 30083",3,2,"1,562","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$187,000","3405 River Mill Ln, Ellenwood, GA 30294",4,3,"2,716","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$161,000","3317 Rockmill Dr, Ellenwood, GA 30294",3,3,"2,008","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$455,000","1280 Verdon Dr, Dunwoody, GA 30338",4,3,"2,505","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$109,000","6235 Apa Ln, Lithonia, GA 30058",3,2,"1,200",N/A
"$569,500","1116 Haven Glen Ln NE, Brookhaven, GA 30319",3,3,"2,323","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$430,000","4555 Chadwell Ln, Atlanta, GA 30338",4,3,"2,613","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$529,000","2243 Pinecliff Dr NE, Atlanta, GA 30345",4,3,"2,225","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$385,000","2994 Northbrook Dr, Atlanta, GA 30340",3,3,"1,960","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$190,000","575 Flat Shoals Ave SE APT 7, Atlanta, GA 30316",2,1,750,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$540,000","3787 Harts Mill Ln NE, Brookhaven, GA 30319",4,3,"2,322","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$825,000","3208 Lynwood Dr NE, Brookhaven, GA 30319",5,4,"3,600","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$175,000","4227 Cedar Valley Ln, Conley, GA 30288",3,2,"1,634","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$430,000","2785 Hawaii Ct, Decatur, GA 30033",3,2,"1,730","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$146,500","6907 Mahonia Pl, Lithonia, GA 30038",3,3,"1,583","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$153,870","2494 Piering Dr #99, Lithonia, GA 30038",2,3,--,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$44,000","6020 Regent Mnr, Lithonia, GA 30058",3,3,"1,512",N/A
"$225,000","4884 Topsfield Trl, Lithonia, GA 30038",5,5,"3,767","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$158,000","4099 River Mist Ct, Lithonia, GA 30038",3,3,"1,536","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$149,900","4004 Hancock Cir, Atlanta, GA 30340",2,3,"1,470","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$118,000","3995 Snapfinger Cir, Decatur, GA 30035",3,1,"1,003","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
$1.62M,"843 Springdale Rd NE, Atlanta, GA 30306",4,4,56,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$540,000","2954 Surrey Ln, Atlanta, GA 30341",4,2,"1,968",N/A
"$262,000","1692 Brantford Dr, Tucker, GA 30084",4,3,"1,980","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
$1.62M,"843 Springdale Rd NE, Atlanta, GA 30306",4,4,56,https://photos.zillowstatic.com/p_e/ISfwl612qjahmf1000000000.jpg
"$149,900","4004 Hancock Cir, Atlanta, GA 30340",2,3,"1,470",https://photos.zillowstatic.com/p_e/ISnut5r7qjr5q90000000000.jpg
"$169,900","5219 Rockbridge Rd, Stone Mountain, GA 30088",4,4,"1,196",https://photos.zillowstatic.com/p_e/IS7mc21wf7io6h1000000000.jpg
"$262,000","1692 Brantford Dr, Tucker, GA 30084",4,3,"1,980",https://photos.zillowstatic.com/p_e/IS7mk0l4119vkx0000000000.jpg
"$540,000","2954 Surrey Ln, Atlanta, GA 30341",4,2,"1,968",N/A
"$223,500","2339 Castle Keep Way SE, Atlanta, GA 30316",3,3,"1,572",https://photos.zillowstatic.com/p_e/IS3b9l3m2xhvhv1000000000.jpg
"$685,000","2552 Knox St NE, Atlanta, GA 30317",4,3,"2,150",https://photos.zillowstatic.com/p_e/ISr9cx5fsnjg7p0000000000.jpg
"$265,000","610 S Hairston Rd, Stone Mountain, GA 30088",4,4,"1,652",https://photos.zillowstatic.com/p_e/ISbx75emegckyp0000000000.jpg
$1.31M,"523 E Lake Dr, Decatur, GA 30030",5,4,"4,102",https://photos.zillowstatic.com/p_e/ISece7t3dx9e3v0000000000.jpg
"$499,900","1708 Barkston Ct, Chamblee, GA 30341",5,4,"2,757","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$375,000","3648 London Rd, Atlanta, GA 30341",3,1.5,"1,248",N/A
"$675,000","1989 E Roxboro Rd NE, Atlanta, GA 30324",4,4,"3,250","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$337,665","2775 White Oak Ln #22, Decatur, GA",3,4,"2,428","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$275,000","1867 Glenhaven Cir, Decatur, GA 30035",4,3,"2,114","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$185,000","2129 Clanton Ter, Decatur, GA 30034",3,2,"1,300","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$215,000","3158 Wesley Chapel Rd, Decatur, GA 30034",5,2,"1,814","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$370,000","3630 Henley Park Ct, Atlanta, GA 30340",4,3,"2,518","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$495,000","2200 Drew Valley Rd NE, Brookhaven, GA 30319",4,3,"2,378","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$335,400","2678 Northview Ave, Decatur, GA 30032",3,2,"1,498","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$85,000","6822 Timbers East Dr, Lithonia, GA 30058",3,2,"1,670","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$226,000","1575 Rogers Crossing Dr, Lithonia, GA 30058",4,3,"3,001","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$395,000","1857 Meadow Ln, Decatur, GA 30032",4,3,"2,200","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$380,000","1661 La France St NE, Atlanta, GA 30307",2,3,"1,680","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$94,500","5717 Wells Cir, Stone Mountain, GA 30087",2,3,"1,160","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$896,500","1355 Emory Rd NE, Atlanta, GA 30306",Studio,--,"1,471","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$215,000","1454 Hunters Frd, Stone Mountain, GA 30088",4,4,"2,040","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$441,500","1461 Brianwood Rd, Decatur, GA 30033",3,3,"2,232","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$222,000","1787 Boulder Cv, Lithonia, GA 30058",4,3,"1,969","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$955,000","1768 Santa Cruz Dr, Decatur, GA 30032",Studio,--,"1,600","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$445,000","2693 Drew Valley Rd NE, Brookhaven, GA 30319",3,2,"1,408","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$129,500","7146 Brecken Pl, Lithonia, GA 30058",3,2,"1,460","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$137,000","701 Stratford Grn, Avondale Estates, GA 30002",3,3,"1,494","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$345,000","2167 Capehart Pl NE, Atlanta, GA 30345",3,3,"1,545","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$170,000","1616 Creek Pond Cv, Decatur, GA 30032",2,3,"1,508","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$70,000","3784 London Dr, Decatur, GA 30032",3,3,"1,544","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$579,000","117 Mckoy St, Decatur, GA 30030",3,3,"1,994","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$405,000","3317 Embry Hills Dr, Atlanta, GA 30341",3,2,"2,358","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$585,500","1811 Leiden Ct, Atlanta, GA 30338",5,3,"2,827","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$271,600","3130 Lavista Rd, Decatur, GA 30033",4,3,"1,732","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$441,000","3599 Hildon Cir, Atlanta, GA 30341",3,2,"1,209","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$160,000","3432 Hollow Tree Dr, Decatur, GA 30034",4,2,"2,104",https://photos.zillowstatic.com/p_e/IS7avg7xn2am5n1000000000.jpg
"$216,000","2575 Raindrop Ct, Decatur, GA 30034",4,3,"1,876",https://photos.zillowstatic.com/p_e/ISvs9fyz1b11080000000000.jpg
"$154,900","1244 Mill Lake Cir, Stone Mountain, GA 30088",3,3,"1,396",https://photos.zillowstatic.com/p_e/ISf8nvqjzbhsr21000000000.jpg
"$434,000","3615 Ashford Creek Dr NE, Brookhaven, GA 30319",3,4,"2,396",https://photos.zillowstatic.com/p_e/IS3n282zx0hi7o0000000000.jpg
"$212,000","948 Palmer Rd, Lithonia, GA 30058",4,3,"2,499",https://photos.zillowstatic.com/p_e/ISzr3t9n6eanoa0000000000.jpg
"$160,000","2388 Lawrenceville Hwy, Decatur, GA 30033",3,2,"1,334",https://photos.zillowstatic.com/p_e/ISbhnyudq0c4tq1000000000.jpg
"$86,000","6071 Chupp Way Ln, Lithonia, GA 30038",2,3,"1,206",https://photos.zillowstatic.com/p_e/ISrpsc9ewxjaq61000000000.jpg
"$209,900","3890 Lehigh Laural Ct, Decatur, GA 30034",4,3,"1,890",https://photos.zillowstatic.com/p_e/ISb5aoglfd63kp0000000000.jpg
"$349,000","2897 Salmon Ave SE, Atlanta, GA 30317",3,2,"1,509",https://photos.zillowstatic.com/p_e/ISv8a25ah7svc31000000000.jpg
"$163,000","683 Durham Xing, Stone Mountain, GA 30083",4,2,"1,694","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$80,000","3601 Woodbriar Cir APT F, Tucker, GA 30084",3,2,"1,242","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$230,000","1861 Lomita Rd SE, Atlanta, GA 30316",3,1,804,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$221,000","3777 Peachtree Rd NE APT 327, Brookhaven, GA 30319",1,1,919,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$305,000","3242 Clairmont North NE, Brookhaven, GA 30329",3,3,"2,158","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$385,000","2355 Woodcreek Ct, Tucker, GA 30084",4,3,"2,221","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$465,000","1334 Mile Post Dr, Atlanta, GA 30338",4,3,"3,563","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$244,000","4972 Penscot Way, Stone Mountain, GA 30088",5,4,"3,000","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$295,000","101 Johnson Ct, Decatur, GA 30030",2,3,"1,309","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$148,900","5207 Walker Rd, Stone Mountain, GA 30088",4,3,"2,164","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$239,760","7943 Union Grove Rd, Lithonia, GA 30058",5,4,"2,789","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$445,000","5157 Patriot Dr, Smoke Rise, GA 30087",5,4,"3,179","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$445,000","1654 Emory Place Dr NE, Atlanta, GA 30329",4,4,"2,639","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$382,000","53 Wiltshire Dr, Avondale Estates, GA 30002",3,2,"1,347","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$205,000","3601 Brookcrest Cir, Decatur, GA 30032",3,2,"1,353","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$294,900","3495 Kensington Parc Cir, Avondale Estates, GA 30002",3,3,"1,422","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$133,000","10 Perimeter Summit Blvd NE APT 3402, Brookhaven, GA 30319",1,1,648,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$500,000","224 Greenwood Cir, Decatur, GA 30030",2,2,"1,258","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$750,000","1596 Emory Rd NE, Atlanta, GA 30306",6,4,"3,000","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$258,000","2937 Judylyn Dr, Decatur, GA 30033",3,1,"1,176","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$138,500","3995 Woodridge Way, Tucker, GA 30084",2,2,"1,182","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$545,000","202 Glenlake Commons Dr, Decatur, GA 30030",4,3,"2,200",N/A
"$569,900","534 Flat Shoals Ave SE, Atlanta, GA",3,4,"1,910","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$250,000","2892 Hollywood Dr, Decatur, GA 30033",3,2,"1,282","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$417,000","1492 Cortez Ln NE, Brookhaven, GA 30319",3,1,"1,023",N/A
"$565,000","1651 Tichenor Ct, Atlanta, GA 30338",4,3,"2,982","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$268,000","6260 Southland Trce, Stone Mountain, GA 30087",4,3,"2,679","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$402,000","1257 Ashford Creek Park NE, Brookhaven, GA 30319",2,3,"1,803","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$175,000","662 Shore Dr, Lithonia, GA 30058",3,2,"1,437","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$152,000","536 Crestridge Ct, Stone Mountain, GA 30083",3,3,"1,558","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$158,000","1206 Hillwood Ct SE, Atlanta, GA 30316",3,1,"1,070","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$158,000","1206 Hillwood Ct SE, Atlanta, GA 30316",3,1,"1,070",https://photos.zillowstatic.com/p_e/ISnaus9ffdep3i1000000000.jpg
"$57,000","13303 Fairington Ridge Cir, Lithonia, GA 30038",3,2,"1,292",https://photos.zillowstatic.com/p_e/ISnqen7zkddnuf0000000000.jpg
"$120,000","2649 Williams Grant Reynolds Dr, Lithonia, GA 30058",3,3,"1,540",https://photos.zillowstatic.com/p_e/IS3bxrs4bv42dj0000000000.jpg
"$510,405","2445 Skyland Way NE #78, Brookhaven, GA 30319",4,4,"2,516",https://photos.zillowstatic.com/p_e/ISnycviuasvsnl1000000000.jpg
"$231,000","1849 Demilio Dr, Lithonia, GA 30058",5,3,"2,962",https://photos.zillowstatic.com/p_e/ISnu5zdaq11se21000000000.jpg
"$330,250","3212 Creole Ln, Decatur, GA 30032",3,4,"2,045",https://photos.zillowstatic.com/p_e/ISj32fpbszz30y0000000000.jpg
"$122,000","4652 Hairston Crossing Way, Stone Mountain, GA 30083",3,1,"1,028",https://photos.zillowstatic.com/p_e/ISn6rvi0x8hkn51000000000.jpg
"$342,500","4893 Tilly Mill Rd, Dunwoody, GA 30360",4,3,"2,650",https://photos.zillowstatic.com/p_e/IS7uykoqdafnvf0000000000.jpg
"$105,000","3943 W Wood Path, Stone Mountain, GA 30083",3,2,"1,284",https://photos.zillowstatic.com/p_e/IS3fcy2qmxuy1b0000000000.jpg
"$175,000","5897 Giles Rd, Lithonia, GA 30058",3,3,"1,625","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$315,000","1281 Snapfinger Rd, Decatur, GA 30032",5,3,"2,346","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$649,900","1605 Paxon St SE, Atlanta, GA 30317",5,5,"3,775","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$150,000","2502 Northlake Ct NE, Atlanta, GA 30345",3,3,"1,728","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$156,000","4709 Hairston Crossing Rd, Stone Mountain, GA 30083",3,2,"1,414","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
$1.18M,"2603 Camille Dr NE, Brookhaven, GA 30319",5,5,"4,100","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$245,000","2695 Midway Rd, Decatur, GA 30030",3,1,"1,254","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$202,300","1594 Cobbs Creek Cv, Decatur, GA 30032",3,2,"1,340","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$676,500","1699 Arrowhead Trl NE, Atlanta, GA 30345",5,3,"3,123","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
