price,beds,baths,square_feet,Cherokee,Clayton,Cobb,DeKalb,Douglas,Fayette,Fulton,Gwinnett,Henry,Rockdale
450000.0,4.0,4.0,5100.0,0,0,1,0,0,0,0,0,0,0
510000.0,5.0,4.0,4363.0,0,0,1,0,0,0,0,0,0,0
224900.0,3.0,2.0,1248.0,0,0,1,0,0,0,0,0,0,0
510000.0,4.0,5.0,3769.0,0,0,1,0,0,0,0,0,0,0
557485.0,4.0,4.0,3342.0,0,0,1,0,0,0,0,0,0,0
256000.0,3.0,2.0,3400.0,0,0,1,0,0,0,0,0,0,0
537000.0,4.0,5.0,4700.0,0,0,1,0,0,0,0,0,0,0
472741.0,3.0,2.0,1999.0,0,0,1,0,0,0,0,0,0,0
339900.0,4.0,3.0,3246.0,0,0,1,0,0,0,0,0,0,0
514475.0,5.0,3.0,3264.0,0,0,1,0,0,0,0,0,0,0
218000.0,3.0,2.0,1424.0,0,0,1,0,0,0,0,0,0,0
405000.0,4.0,5.0,4799.0,0,0,1,0,0,0,0,0,0,0
463500.0,4.0,4.0,3380.0,0,0,1,0,0,0,0,0,0,0
367000.0,4.0,3.0,3199.0,0,0,1,0,0,0,0,0,0,0
341000.0,5.0,4.0,3800.0,0,0,1,0,0,0,0,0,0,0
369000.0,5.0,3.0,2902.0,0,0,1,0,0,0,0,0,0,0
530000.0,6.0,5.0,3760.0,0,0,1,0,0,0,0,0,0,0
705000.0,4.0,5.0,3378.0,0,0,1,0,0,0,0,0,0,0
300000.0,4.0,3.0,2361.0,0,0,1,0,0,0,0,0,0,0
765000.0,5.0,5.0,3800.0,0,0,1,0,0,0,0,0,0,0
765000.0,5.0,4.5,3900.0,0,0,1,0,0,0,0,0,0,0
320000.0,5.0,3.0,3843.0,0,0,1,0,0,0,0,0,0,0
374000.0,5.0,4.0,3200.0,0,0,1,0,0,0,0,0,0,0
352000.0,5.0,3.0,3390.0,0,0,1,0,0,0,0,0,0,0
199900.0,2.0,3.0,1696.0,0,0,1,0,0,0,0,0,0,0
318000.0,5.0,3.0,3491.0,0,0,1,0,0,0,0,0,0,0
515000.0,5.0,4.0,2800.0,0,0,1,0,0,0,0,0,0,0
775000.0,6.0,6.0,5318.0,0,0,1,0,0,0,0,0,0,0
725000.0,4.0,5.0,5304.0,0,0,1,0,0,0,0,0,0,0
457000.0,5.0,5.0,4463.0,0,0,1,0,0,0,0,0,0,0
216000.0,3.0,2.0,1446.0,0,0,1,0,0,0,0,0,0,0
218500.0,3.0,3.0,1981.0,0,0,1,0,0,0,0,0,0,0
167000.0,3.0,2.0,1100.0,0,0,1,0,0,0,0,0,0,0
355000.0,5.0,4.0,4200.0,0,0,1,0,0,0,0,0,0,0
499900.0,5.0,5.0,4556.0,0,0,1,0,0,0,0,0,0,0
322500.0,4.0,3.0,3085.0,0,0,1,0,0,0,0,0,0,0
200000.0,3.0,2.0,1256.0,0,0,1,0,0,0,0,0,0,0
388000.0,4.0,4.0,4420.0,0,0,1,0,0,0,0,0,0,0
166900.0,2.0,3.0,1176.0,0,0,1,0,0,0,0,0,0,0
439000.0,4.0,4.0,3153.0,0,0,1,0,0,0,0,0,0,0
275000.0,4.0,3.0,2406.0,0,0,1,0,0,0,0,0,0,0
201800.0,2.0,2.0,1588.0,0,0,1,0,0,0,0,0,0,0
486000.0,6.0,5.0,4385.0,0,0,1,0,0,0,0,0,0,0
421500.0,4.0,4.0,2733.0,0,0,1,0,0,0,0,0,0,0
230000.0,3.0,3.0,1444.0,0,0,1,0,0,0,0,0,0,0
381000.0,6.0,4.0,3751.0,0,0,1,0,0,0,0,0,0,0
209000.0,3.0,3.0,1846.0,0,0,1,0,0,0,0,0,0,0
280000.0,4.0,3.0,2328.0,0,0,1,0,0,0,0,0,0,0
385000.0,5.0,3.0,4251.0,0,0,1,0,0,0,0,0,0,0
172000.0,4.0,2.0,1996.0,0,0,1,0,0,0,0,0,0,0
265000.0,3.0,4.0,2476.0,0,0,1,0,0,0,0,0,0,0
284900.0,4.0,3.0,2306.0,0,0,1,0,0,0,0,0,0,0
130000.0,2.0,2.0,1080.0,0,0,1,0,0,0,0,0,0,0
570000.0,5.0,6.0,5753.0,0,0,1,0,0,0,0,0,0,0
183000.0,3.0,3.0,1672.0,0,0,1,0,0,0,0,0,0,0
307000.0,5.0,3.0,3361.0,0,0,1,0,0,0,0,0,0,0
357000.0,5.0,4.0,3146.0,0,0,1,0,0,0,0,0,0,0
380000.0,4.0,4.0,3291.0,0,0,1,0,0,0,0,0,0,0
375000.0,5.0,3.0,3200.0,0,0,1,0,0,0,0,0,0,0
262500.0,4.0,3.0,2270.0,0,0,1,0,0,0,0,0,0,0
450000.0,7.0,4.0,3053.0,0,0,1,0,0,0,0,0,0,0
320000.0,6.0,5.0,4016.0,0,0,1,0,0,0,0,0,0,0
657300.0,6.0,7.0,9359.0,0,0,1,0,0,0,0,0,0,0
245000.0,4.0,3.0,2222.0,0,0,1,0,0,0,0,0,0,0
320000.0,5.0,4.0,3619.0,0,0,1,0,0,0,0,0,0,0
710000.0,5.0,6.0,7102.0,0,0,1,0,0,0,0,0,0,0
360000.0,5.0,4.0,3586.0,0,0,1,0,0,0,0,0,0,0
230000.0,3.0,3.0,2111.0,0,0,1,0,0,0,0,0,0,0
412000.0,3.0,3.0,3162.0,0,0,1,0,0,0,0,0,0,0
300000.0,3.0,3.0,2074.0,0,0,1,0,0,0,0,0,0,0
565377.0,5.0,5.0,3878.0,0,0,1,0,0,0,0,0,0,0
315000.0,4.0,3.0,2933.0,0,0,1,0,0,0,0,0,0,0
490000.0,4.0,4.0,2400.0,0,0,1,0,0,0,0,0,0,0
319900.0,4.0,3.0,2098.0,0,0,1,0,0,0,0,0,0,0
204000.0,2.0,3.0,1520.0,0,0,1,0,0,0,0,0,0,0
174503.0,3.0,2.0,1638.0,0,0,1,0,0,0,0,0,0,0
310000.0,4.0,3.0,2650.0,0,0,1,0,0,0,0,0,0,0
677000.0,6.0,5.0,6579.0,0,0,1,0,0,0,0,0,0,0
217000.0,3.0,3.0,1248.0,0,0,1,0,0,0,0,0,0,0
369900.0,4.0,4.0,4447.0,0,0,1,0,0,0,0,0,0,0
175000.0,2.0,3.0,1232.0,0,0,1,0,0,0,0,0,0,0
430000.0,3.0,2.0,1868.0,0,0,1,0,0,0,0,0,0,0
269000.0,4.0,4.0,2630.0,0,0,1,0,0,0,0,0,0,0
360000.0,4.0,3.0,2680.0,0,0,1,0,0,0,0,0,0,0
180000.0,2.0,3.0,1619.0,0,0,1,0,0,0,0,0,0,0
256000.0,3.0,2.0,2196.0,0,0,1,0,0,0,0,0,0,0
556000.0,7.0,6.0,5633.0,0,0,1,0,0,0,0,0,0,0
490000.0,4.0,5.0,3483.0,0,0,1,0,0,0,0,0,0,0
269000.0,4.0,4.0,2630.0,0,0,1,0,0,0,0,0,0,0
330000.0,3.0,2.0,1794.0,0,0,1,0,0,0,0,0,0,0
427900.0,4.0,4.0,4090.0,0,0,1,0,0,0,0,0,0,0
207500.0,3.0,2.0,1229.0,0,0,1,0,0,0,0,0,0,0
312000.0,4.0,3.0,3123.0,0,0,1,0,0,0,0,0,0,0
252000.0,4.0,3.0,3600.0,0,0,1,0,0,0,0,0,0,0
413156.0,3.0,3.0,2785.0,0,0,1,0,0,0,0,0,0,0
265000.0,3.0,4.0,2820.0,0,0,1,0,0,0,0,0,0,0
668132.0,4.0,4.0,3400.0,0,0,1,0,0,0,0,0,0,0
233500.0,3.0,2.0,1688.0,0,0,1,0,0,0,0,0,0,0
184000.0,2.0,1.0,960.0,0,0,1,0,0,0,0,0,0,0
678000.0,6.0,5.0,5229.0,0,0,1,0,0,0,0,0,0,0
358000.0,5.0,3.0,3195.0,0,0,1,0,0,0,0,0,0,0
176000.0,3.0,3.0,1410.0,0,0,1,0,0,0,0,0,0,0
223000.0,3.0,2.0,1308.0,0,0,1,0,0,0,0,0,0,0
160000.0,3.0,2.0,1056.0,0,0,1,0,0,0,0,0,0,0
210000.0,4.0,2.0,1536.0,0,0,1,0,0,0,0,0,0,0
227000.0,3.0,2.0,1591.0,0,0,1,0,0,0,0,0,0,0
220000.0,5.0,3.0,3266.0,0,0,1,0,0,0,0,0,0,0
352000.0,5.0,3.0,3014.0,0,0,1,0,0,0,0,0,0,0
255000.0,4.0,3.0,2451.0,0,0,1,0,0,0,0,0,0,0
228500.0,3.0,2.0,1350.0,0,0,1,0,0,0,0,0,0,0
630000.0,5.0,4.0,4557.0,0,0,1,0,0,0,0,0,0,0
230000.0,3.0,3.0,1776.0,0,0,1,0,0,0,0,0,0,0
363000.0,4.0,3.0,2494.0,0,0,1,0,0,0,0,0,0,0
265000.0,4.0,2.0,1800.0,0,0,1,0,0,0,0,0,0,0
250000.0,4.0,3.0,2476.0,0,0,1,0,0,0,0,0,0,0
520000.0,5.0,5.0,4471.0,0,0,1,0,0,0,0,0,0,0
327000.0,4.0,3.0,1986.0,0,0,1,0,0,0,0,0,0,0
310000.0,3.0,2.0,1600.0,0,0,1,0,0,0,0,0,0,0
240000.0,3.0,3.0,1780.0,0,0,1,0,0,0,0,0,0,0
230000.0,3.0,2.0,1498.0,0,0,1,0,0,0,0,0,0,0
371500.0,4.0,3.0,3532.0,0,0,1,0,0,0,0,0,0,0
684400.0,5.0,5.0,4104.0,0,0,1,0,0,0,0,0,0,0
315000.0,4.0,4.0,2340.0,0,0,1,0,0,0,0,0,0,0
334900.0,3.0,3.0,2680.0,0,0,1,0,0,0,0,0,0,0
273000.0,3.0,2.0,1398.0,0,0,1,0,0,0,0,0,0,0
320000.0,4.0,3.0,3536.0,0,0,1,0,0,0,0,0,0,0
300000.0,3.0,3.0,2728.0,0,0,1,0,0,0,0,0,0,0
288300.0,4.0,2.0,2954.0,0,0,1,0,0,0,0,0,0,0
293000.0,3.0,3.0,2412.0,0,0,1,0,0,0,0,0,0,0
361000.0,4.0,3.0,2748.0,0,0,1,0,0,0,0,0,0,0
287500.0,3.0,4.0,2441.0,0,0,1,0,0,0,0,0,0,0
355000.0,4.0,3.0,2200.0,0,0,1,0,0,0,0,0,0,0
263500.0,3.0,2.0,1616.0,0,0,1,0,0,0,0,0,0,0
335000.0,3.0,3.0,2614.0,0,0,1,0,0,0,0,0,0,0
190000.0,3.0,4.0,1626.0,0,0,1,0,0,0,0,0,0,0
247500.0,3.0,2.0,1356.0,0,0,1,0,0,0,0,0,0,0
259900.0,2.0,2.0,1301.0,0,0,1,0,0,0,0,0,0,0
559900.0,5.0,3.0,3028.0,0,0,1,0,0,0,0,0,0,0
259000.0,3.0,2.0,1716.0,0,0,1,0,0,0,0,0,0,0
420000.0,4.0,4.0,3473.0,0,0,1,0,0,0,0,0,0,0
387000.0,3.0,3.0,2516.0,0,0,1,0,0,0,0,0,0,0
329900.0,4.0,3.0,2560.0,0,0,1,0,0,0,0,0,0,0
480000.0,5.0,3.0,4479.0,0,0,1,0,0,0,0,0,0,0
845000.0,6.0,5.0,5206.0,0,0,1,0,0,0,0,0,0,0
365000.0,4.0,5.0,3958.0,0,0,1,0,0,0,0,0,0,0
440000.0,5.0,4.0,4304.0,0,0,1,0,0,0,0,0,0,0
221500.0,3.0,3.0,1700.0,0,0,1,0,0,0,0,0,0,0
350000.0,3.0,3.0,2358.0,0,0,1,0,0,0,0,0,0,0
348000.0,5.0,3.5,3500.0,0,0,1,0,0,0,0,0,0,0
309900.0,4.0,3.0,2899.0,0,0,1,0,0,0,0,0,0,0
430000.0,6.0,4.0,5130.0,0,0,1,0,0,0,0,0,0,0
205000.0,3.0,3.0,1652.0,0,0,1,0,0,0,0,0,0,0
